58db9d4ccd4d745b2e00002b	Breaking News: With a hand-delivered letter Britain has officially initiated Brexit. The long divorce is likely to be littered with pitfalls.2017-03-29T07:40:36-04:00		NYTimes.com	95206	['consequential' 'world war' 'sides' 'two-year divorce' 'ii prime' 'long divorce' 'diplomatic events' 'union' 'one' 'pitfalls' 'letter' 'theresa may' 'brexit' 'tortuous' 'formal notice' 'country’s intention' 'britain' 'minister']	In one of the most consequential diplomatic events in Britain since World WarII Prime Minister Theresa May on Wednesday sent formal notice of thecountry’s intention to withdraw from the European Union starting atortuous two-year divorce littered with pitfalls for both sides.
58dd1a62cd4d745b2e000055	Breaking News: President Trump called a conservative faction in the House a threat to the Republican agenda and vowed to fight them in 20182017-03-30T10:46:51-04:00		NYTimes.com	95274	['fast' 'twitter' '2018' 'conservatives' 'mr. trump' 'care' 'the freedom' 'house' 'fight' 'war' 'house freedom' 'act repeal' 'don’t' 'midterm elections' 'caucus' 'trump' 'fight them' 'hurt' 'threat' 'conservative faction' 'agenda']	President Trump called a conservative faction in the House a threat to the Republican agenda and vowed to “fight them” in 2018 President Trump on Thursday declared war on the conservatives of the HouseFreedom Caucus suggesting Republicans should “fight them” in the2018 midterm elections if they do not back his agenda.
58c701cdcd4d740bd30000df	Breaking News: 24 million would lose insurance under the G.O.P. health bill within a decade the nonpartisan Congressional Budget Office found	2017-03-13T16:32:01-04:00		NYTimes.com	93932	['budget' 'conservatives' 'health bill' 'country’s health care system' 'providers' 'numbers' '24 million' 'legislation' 'nonpartisan' 'bill' 'g.o.p.' 'legislation’s' 'american health' 'care act' 'widespread criticism' 'effects' 'party' 'insurance' 'decade' 'health care']	The American HealthCare Act as Republicans call their bill was already facing widespreadcriticism from providers of health care some conservatives and a unitedDemocratic Party.
58c9654dcd4d740bd3000106	Breaking News: The U.S. charged 2 Russian spies and 2 others in a 2014 breach of 500 million Yahoo accounts that included the theft of personal data	2017-03-15T12:00:58-04:00		NYTimes.com	94464	['conspiracy' 'accounts' '47' 'one' 'four' 'conspiracy computer fraud' 'theft' 'roles' 'personal data' '500 million' 'men' 'yahoo' 'russian spies' 'others' 'u.s.' '2014' 'federal prosecutors' 'news release' 'trade secrets' 'economic espionage theft' 'identity theft' 'breach' 'russian intelligence agents' 'criminal charges' '2' 'data breaches' 'justice department']	The U.S. charged 2 Russian spies and 2 others in a 2014 breach of 500 million Yahoo accounts that included the theft of personal data Federal prosecutors announced charges against four men including two Russianintelligence agents on Wednesday for their roles in a conspiracy that led tothe 2014 theft of 500 million Yahoo accounts one of the largest known databreaches.
58c9864ccd4d740bd3000113	Breaking News: The Fed raised interest rates for the third time since the financial crisis. We'll be covering Janet Yellen's news conference live.	2017-03-15T14:21:49-04:00		NYTimes.com	94475	\['federal reserve' 'unemployment' \janet yellen's\ 'news conference live' 'financial crisis' 'fed' 'reflection' 'inflation' 'benchmark interest rate' '2008' 'janet yellen’s' 'increase' 'interest rates' 'rates' 'healthier level' 'we’ll']|Itwas the third time since the financial crisis of 2008 that it raised rates areflection that unemployment is now at a healthier level and inflation isstarting to increase.
58c98be9cd4d740bd3000116	Breaking News: The Republican leader of House Intelligence Committee cast doubt on President Trump's claim that he was wiretapped	2017-03-15T14:45:33-04:00		NYTimes.com	94476	\['trump’s' 'phones' 'actual tap' 'california' 'don’t' 'leader' 'we don’t' 'capitol' 'devin nunes republican' 'news conference' 'barack obama' 'trump' \trump's\ 'indication' 'house intelligence' '—' 'hill' 'time people we’ve' 'in fact' 'evidence' 'committee cast doubt' 'trump tower.”.' 'place' 'repudiation' 'mr. trump’s' 'representative' 'twitter' 'trump tower' 'presidential campaign' '2016' 'mr. nunes']|The Republican leader of House Intelligence Committee cast doubt on President Trump’s claim that he was wiretapped In a striking repudiation of President Trump Representative Devin NunesRepublican of California said he had seen no indication of Mr. Trump’sclaim on Twitter that former President Barack Obama wiretapped his phones inTrump Tower during the 2016 presidential campaign.
58c9ec28cd4d740bd300012f	Breaking News: In a test of European populism Geert Wilders's anti-Islam party gained seats but a big majority of Dutch voters rejected his views	2017-03-15T21:36:25-04:00		NYTimes.com	94497	\['anti-islam party' 'momentum' 'european populism' 'muslim' 'immigrants' 'stall' 'others' 'seats' 'early results' 'test' 'elections' 'expectations' 'foreseen' 'extreme positions' 'geert wilders' 'far-right politician' 'results hold' 'anti-muslim forces' \geert wilders's\ 'fracture' 'decisive portion' 'exit polls' 'support' 'mr. wilders' 'big majority' 'symbolize' 'voters' 'tallies' 'populist' 'union' 'europe' 'dutch']|In a test of European populism Geert Wilders's anti-Islam party gained seats but a big majority of Dutch voters rejected his views The far-right politician Geert Wilders fell short of expectations in Dutchelections on Wednesday gaining seats but failing to persuade a decisive portionof voters to back his extreme positions on barring Muslim immigrants andjettisoning the European Union according to early results and exitpolls.
58cbcf70cd4d740bd3000161	Breaking News: The U.S. secretary of state said a freeze of North Korea's nuclear program was not enough and warned of pre-emptive action	2017-03-17T07:58:32-04:00		NYTimes.com	94689	\['bargaining table' 'weapons program' 'mr. tillerson’s' 'threat' 'beijing' 'trump' 'intercontinental ballistic missile' 'program' 'year’s' 'unacceptable level' 'effort' 'country’s leader' 'missile programs' 'launch' 'secretary' 'states' 'elevate' 'travels' 'preparation' 'chinese leaders' 'pre-emptive action' 'kim jong-un' 'comments' 'administration' 'pre-emptive action secretary' 'korea’s' 'pre-emptive action “if' 'rex w. tillerson' 'nuclear program' 'korea' 'return' 'u.s.' \korea's\ 'negotiation' 'final stages' 'seoul']|Mr. Tillerson’s comments inSeoul a day before he travels to Beijing to meet Chinese leaders explicitlyrejected any return to the bargaining table in an effort to buy time by haltingNorth Korea’s accelerating testing program which the country’sleader Kim Jong-un said on New Year’s Day was in the “finalstages” of preparation for the first launch of an intercontinentalballistic missile that could reach the United States.
58cbefbccd4d740bd3000162	Breaking News: President Trump's aides tried to soothe angry leaders in Britain after suggesting their spies wiretapped Trump Tower	2017-03-17T10:16:10-04:00		NYTimes.com	94697	\['president’s' 'trump tower' 'london’s' 'apologies' 'mcmaster' 'british media' 'candidate' 'international ally' 'comment' 'trump' 'britain' 'barack obama' 'national security adviser' 'white house press secretary' 'white house' 'unusual rupture' 'british officials' 'h.r.' 'spy agency' 'spies' 'aides' 'conduct' \trump's\ 'soothe' 'lt' 'sean spicer' 'angry leaders' 'united states' 'secret surveillance']|President Trump's aides tried to soothe angry leaders in Britain after suggesting their spies wiretapped Trump Tower The White House tried to soothe an angry Britain after suggesting thatPresident Barack Obama used London’s spy agency to conduct secretsurveillance on President Trump while he was a candidate last year.
58cc0a18cd4d740bd3000164	Breaking News: The Nobel laureate Derek Walcott is dead at 87. His poetry captured the beauty of the Caribbean and the harsh legacy of colonialism.	2017-03-17T12:08:43-04:00		NYTimes.com	94701	['complexities' 'gros islet' 'nobel' 'colonialism' 'physical beauty' 'derek walcott' 'cultural worlds' 'lucia' '87' 'prize' 'laureate' 'metaphorical poetry' 'literature' 'caribbean' 'beauty' 'poetry' 'st' 'harsh legacy']	Derek Walcott whose intricately metaphorical poetry captured the physicalbeauty of the Caribbean the harsh legacy of colonialism and the complexities ofliving and writing in two cultural worlds bringing him a Nobel Prize inLiterature died early Friday morning at his home near Gros Islet in St. Lucia.
58cc383ecd4d740bd300016f	Breaking News: President Trump stood by his wiretapping claim at a news conference with Angela Merkel. Pressed on it he responded with a joke.	2017-03-17T15:25:18-04:00		NYTimes.com	94708	['chancellor' 'news conference' 'mr. obama’s' 'white house news conference' 'common perhaps.”.' 'assertion' 'mr. trump' 'turning' 'joke' 'said “at' 'ms. merkel' 'administration' 'telephone' 'germany mr. trump' 'repeat' 'barack obama' 'united states' 'angela merkel' 'trump' 'visit' 'foreign leaders' 'joint' 'pressed']	At a joint White House news conference with Chancellor Angela Merkel ofGermany Mr. Trump wryly used her visit to repeat his unsubstantiated assertionthat Barack Obama ordered his telephone tapped last year.
58cdb719cd4d740bd3000189	Breaking News: Chuck Berry whose distinctive guitar licks duckwalks and songs about girls and cars helped define rock 'n' roll has died at 90	2017-03-18T18:39:05-04:00		NYTimes.com	94747	\['medical emergency' 'st' 'charles' 'rock ’n’ roll’s potential' 'department' 'cars' 'measures' 'chuck berry' 'songs' 'unsuccessful' 'early years' 'wild dance parties' 'cars girls' 'page' 'breaking news chuck berry' 'facebook' 'distinctive guitar licks duckwalks' 'girls' 'county' 'attitude' 'death' 'memorable songs' 'missouri' 'indelible guitar licks brash self-confidence' \rock 'n' roll\ '90']|Chuck Berry whose distinctive guitar licks duckwalks and songs about girls and cars helped define rock 'n' roll has died at 90 Chuck Berry who with his indelible guitar licks brash self-confidence andmemorable songs about cars girls and wild dance parties did as much as anyoneto define rock ’n’ roll’s potential and attitude in its earlyyears died on Saturday.
58cfedb7cd4d740bd30001ae	Breaking News: The F.B.I. is investigating Russia's meddling in the U.S. election and its links with the Trump campaign the agency's director confirmed	2017-03-20T10:56:50-04:00		NYTimes.com	94793	\['trump' 'video' 'u.s.' 'updates' 'f.b.i.' 'agency’s director' '2016' \agency's director\ 'director' 'russia’s' 'election' 'existence' 'campaign' 'interference' 'investigation' 'russian' 'join' 'public hearing' 'house intelligence committee’s' 'links' 'hearing' 'james b. comey']|director James B. Comey confirmed the existence of theinvestigation at the House intelligence committee’s first public hearingon Russian interference in the 2016 election.
58d0fd1bcd4d740bd30001d6	Breaking News: The U.S. has barred devices larger than a cellphone on American-bound foreign flights from 8 majority-Muslim countries	2017-03-21T06:14:19-04:00		NYTimes.com	94825	['foreign flights' 'foreign airlines' 'administration' 'passengers' 'eight' 'electronic devices' 'devices' 'new flight restriction' 'united states' 'cellphone' 'airports' 'officials' 'majority-muslim countries' 'foreign airport security' 'credible threat' '8' 'u.s.' 'imminent attack' 'trump' 'american-bound' 'directive' '10' 'attempt' 'address gaps']	The U.S. has barred devices larger than a cellphone on American-bound foreign flights from 8 majority-Muslim countries Passengers on foreign airlines headed to the United States from 10 airportsin eight majority-Muslim countries have been barred from carrying electronicdevices larger than a cellphone under a new flight restriction enacted onTuesday by the Trump administration.
58d1acd7cd4d740bd30001ef	Breaking News: President Trump is poised to dismantle Barack Obama's climate policies. But his plan is certain to face legal pushback.	2017-03-21T18:44:13-04:00		NYTimes.com	94849	\['unsettled however' 'dismantle' 'climate plan' 'unmistakable signal' 'world' 'address climate change' 'campaign vows' 'rip' 'nation' \barack obama's\ 'exact form' 'trump’s' 'climate policies' 'announcement' 'stupid” policies' 'element' 'trump' 'barack obama’s' 'timing' 'legal pushback']|President Trump’s climate plan is intended to send an unmistakablesignal to the nation and the world that he intends to follow through on hiscampaign vows to rip apart every element of what he has called President BarackObama’s “stupid” policies to address climate change.
58d29697cd4d740bd3000204	Breaking News: A shooting was reported near the British Parliament. The police evacuated the area.	2017-03-22T11:21:33-04:00		NYTimes.com	94880	['british parliament' 'parliament' 'area']	The police evacuated the area around the British Parliament after reports ofa shooting Wednesday afternoon.
58d2c7a1cd4d740bd3000225	Breaking News: At least 3 people were killed and 20 injured in the U.K. attack officials said. The suspect also died after being shot by the police.	2017-03-22T14:50:46-04:00		NYTimes.com	94886	['railing officials said' '20' 'attack officials said' 'power' 'confusion' 'prime minister' 'death' 'country’s seat' 'attack' 'driver' 'pedestrians' 'turn' 'shot' 'chaos' 'evacuation' 'parliament' 'vehicle' '3' 'crash' 'u.k.' 'westminster bridge' 'one' 'large vehicle' 'british parliament' 'police officer' 'man']	The attack near the British Parliament has plunged the country’s seatof power into chaos and confusion and prompted the evacuation of the primeminister.
58d38629cd4d740bd3000240	Breaking News: The Taliban have captured the strategic Afghan district of Sangin. It is the culmination of a deadly offensive that lasted years.	2017-03-23T04:23:59-04:00		NYTimes.com	94906	['territory' 'local officials' 'sangin' 'fight' 'taliban' 'yearslong' 'district' 'afghan' 'culmination' 'afghanistan' 'strategic district' 'southern province' 'helmand' 'combatants']	The Taliban captured the strategic district of Sangin in the southernprovince of Helmand on Thursday the culmination of a yearslong offensive thattook the lives of more combatants than any other fight for territory inAfghanistan according to local officials.
58d3d0afcd4d746772000010	Breaking News: An Israeli-American teenager is suspected of calling in bomb threats against Jewish community centers across the U.S.	2017-03-23T09:41:46-04:00		NYTimes.com	94925	['f.b.i.' 'u.s.' 'teenager' 'scores' 'jewish community centers' 'american officials said' 'israel' 'bomb threats' 'teenager who officials said' 'states' 'israeli-american' 'man' 'statement' 'national police' 'israeli' 'citizenship' 'arrest' 'bureau']	confirmed in astatement that the bureau had worked with the Israeli national police to arrestthe teenager who officials said holds citizenship in both Israel and theUnited States.
58d3f2f8cd4d746772000023	Breaking News: A British man Khalid Masood 52 carried out yesterday's attack in London the police said. ISIS has claimed responsibility.	2017-03-23T12:08:21-04:00		NYTimes.com	94927	['birmingham england' 'police said' 'terrorism convictions' 'violent extremism' 'minister' 'assailant' 'rented' 'long criminal history' 'attack' 'domestic intelligence agency' 'man' 'prime' 'khalid masood' 'isis' 'parliament' 'london' 'vehicle' 'british-born' 'country’s' 'responsibility' 'connections' 'details' 'islamic' 'british man' 'theresa may' '52']	The Islamic State claimed responsibility on Thursday for the deadly attackoutside the British Parliament as Prime Minister Theresa May described theassailant as a British-born man whom the country’s domestic intelligenceagency had investigated for connections to violent extremism.
58d42c2fcd4d746772000037	Breaking News: House Republicans postponed a vote to repeal the Affordable Care Act as President Trump and his allies struggled to win enough backers	2017-03-23T16:12:24-04:00		NYTimes.com	94935	['repeal' 'trump' 'house' 'backers house' 'act' 'vote' 'tide' 'defections' 'replacement' 'allies' 'legislation' 'round' 'votes' 'leaders' 'backers' 'full house' 'care']	House Republicans postponed a vote to repeal the Affordable Care Act as President Trump and his allies struggled to win enough backers House Republican leaders postponed a planned vote Thursday in the full Houseon legislation to repeal the Affordable Care Act as President Trump and hisallies struggled to round up votes amid a tide of defections from the proposedreplacement.
58d4fc66cd4d74677200004c	Breaking News: Hosni Mubarak the former Egyptian president who was ousted in 2011 is free after a long effort to hold him accountable for rights abuses	2017-03-24T07:00:26-04:00		NYTimes.com	94985	['fruitless effort' 'mansion' 'guard' 'cairo' 'heliopolis' 'hospital' 'three' 'suburb' 'decades' 'rule' 'view' 'nile' 'breaking news hosni mubarak' 'maadi' '2011' 'military hospital' 'peak' 'rights abuses' 'egypt' 'human rights abuses' 'crowds' '88' 'hosni mubarak' 'room' 'mr. mubarak' 'arab spring' 'upmarket' 'endemic corruption' 'egyptian' 'southern' 'long effort' 'detained']	Hosni Mubarak the former Egyptian president who was ousted in 2011 is free after a long effort to hold him accountable for rights abuses Six years after baying crowds ousted him at the peak of the Arab Springformer President Hosni Mubarak of Egypt was freed on Friday from the Cairohospital where he had been detained capping a long and largely fruitless effortto hold him accountable for human rights abuses and endemic corruption duringhis three decades of rule.
58d50fe2cd4d746772000050	Breaking News: The Trump administration said it would issue a permit for construction of the long-disputed Keystone oil pipeline	2017-03-24T08:23:58-04:00		NYTimes.com	94992	['trump' 'canada' 'announcement' 'link producers' 'keystone' 'issue' 'tenure' 'project' 'position' '60-day review' 'one' 'dakota' 'gulf' 'construction' 'permit' 'state department' 'administration' 'oil pipeline' 'coast' 'motion' 'trump’s' 'refiners' 'acts' 'terminals' 'obama']	The Trump administration said it would issue a permit for construction of the long-disputed Keystone oil pipeline The Trump administration announced Friday that it would issue a permit forconstruction of the Keystone oil pipeline a long-disputed project that wouldlink producers in Canada and North Dakota with refiners and export terminals onthe Gulf Coast.
58d5548fcd4d74677200005a	Breaking News: Paul Ryan rushed to the White House to tell President Trump he does not have the votes to pass the repeal of Obamacare	2017-03-24T13:16:46-04:00		NYTimes.com	95005	['humiliating prospect' 'legislation' 'house leaders' 'white house' 'law' 'trump' 'breaking news paul ryan' 'landmark health legislation' 'speaker' 'major defeat' 'repeal' 'vote regardless' 'votes' 'obamacare' 'seven' 'paul ryan' 'public loss']	Paul Ryan rushed to the White House to tell President Trump he does not have the votes to pass the repeal of Obamacare The president and the speaker faced the humiliating prospect of a majordefeat on legislation promised for seven years since the landmark healthlegislation was signed into law.
58d5792fcd4d746772000067	Breaking News: President Trump suffered a major setback in the bid to repeal Obamacare: House Republicans facing internal revolt pulled their bill	2017-03-24T15:53:07-04:00		NYTimes.com	95008	['bid' 'internal revolt' 'bill' 'presidency' 'legislative showdown' 'republicans' 'trump' 'humiliating defeat' 'repeal' 'major setback' 'house' 'move' 'obamacare']	President Trump suffered a major setback in the bid to repeal Obamacare: House Republicans facing internal revolt pulled their bill The move is a humiliating defeat for President Trump on the first legislativeshowdown of his presidency.
58d8fa28cd4d7467720000a5	Breaking News: Senate investigators will question Jared Kushner as part of a broad inquiry into ties between Trump associates and Russian officials	2017-03-27T07:40:00-04:00		NYTimes.com	95080	['associates' 'counsel’s' 'russian interference' 'presidential election' 'sit-down' 'part' 'ties' 'intelligence committee' 'senate' 'russian ambassador' 'broad inquiry' 'government officials' 'development bank' 'question' 'sergey i. kislyak' 'white house' 'russia’s' 'senate investigators' 'russian officials' '2016' 'mr. kushner' 'trump' 'meetings' 'head' 'jared kushner']	Senate investigators will question Jared Kushner as part of a broad inquiry into ties between Trump associates and Russian officials The White House Counsel’s Office was informed this month that theSenate Intelligence Committee which is investigating Russian interference inthe 2016 presidential election wanted to question Mr. Kushner about meetings hearranged with the Russian ambassador Sergey I. Kislyak according to thegovernment officials.
58daaedccd4d745b2e00000f	Breaking News: President Trump flanked by coal miners and touting energy independence signed an order to undo President Obama's climate legacy	2017-03-28T14:43:19-04:00		NYTimes.com	95164	\['executive order' 'coal miners' 'restore thousands' 'coal industry jobs' 'trump' 'barack obama’s' 'climate-change legacy' \obama's\ 'undo president' 'coal industry' 'nation’s dependence' 'climate legacy' 'move' 'energy independence' 'mr. trump' 'climate legacy president' 'moves' 'order']|President Trump flanked by coal miners and touting energy independence signed an order to undo President Obama's climate legacy President Trump signed on Tuesday a much-anticipated executive order intendedto roll back most of President Barack Obama’s climate-change legacycelebrating the move as a way to promote energy independence and to restorethousands of lost coal industry jobs.
58dc1cb0cd4d745b2e00003d	Exclusive: Ivanka Trump will take an unpaid federal job as her father's assistant after her voluntary role raised ethics concerns	2017-03-29T16:44:08-04:00		NYTimes.com	95222	['ethics concerns' 'federal job' 'assistant' 'unpaid' 'voluntary role' 'exclusive ivanka trump' 'ethics']	EXCLUSIVE Ivanka Trump will take an unpaid federal job as her father's assistant after her voluntary role raised ethics concerns.
58dc7e79cd4d745b2e000048	Breaking News: North Carolina lawmakers say they have reached a deal to repeal the so-called bathroom bill. The vote is scheduled for Thursday.	2017-03-29T23:41:39-04:00		NYTimes.com	95244	['vote' 'so-called bathroom bill' 'details' 'transgender people' 'lawmakers' 'tim moore' 'general assembly speaker' 'accordance' 'state’s' 'restrooms' 'controversial law' 'state senator' 'carolina republican' 'night' 'impromptu news conference' 'released' 'repeal' 'gender identities' 'measure' 'compromise' 'carolina' 'phil berger']	Details of the measure were not immediately released but itwas set for a vote on Thursday morning according to State Senator Phil Bergerand Tim Moore the General Assembly speaker who announced the compromise in animpromptu news conference on Wednesday night.
58dd4007cd4d745b2e000059	Breaking News: Two White House officials helped provide intelligence reports about surveillance to the Republican leading the House Russia inquiry	2017-03-30T13:27:08-04:00		NYTimes.com	95278	['presidential election' 'american spy agencies' 'foreign surveillance' 'devin nunes' 'intelligence reports' 'intelligence chairman' 'russia' 'committee' 'independent investigation' 'representative' 'russia’s' 'chairman' 'california' 'disclosure' 'intelligence committee' 'white house officials' 'house' 'revelation' 'pair' 'fuel criticism' 'mr. nunes' '—' 'role' 'intelligence reports —' 'associates' 'administration' 'surveillance' 'trump' 'inquiry']	Two White House officials helped provide intelligence reports about surveillance to the Republican leading the House Russia inquiry A pair of White House officials played a role in providing RepresentativeDevin Nunes of California the Republican chairman of the House IntelligenceCommittee with the intelligence reports that showed President Trump and hisassociates were incidentally swept up in foreign surveillance by American spyagencies.
58dd5b89cd4d745b2e000069	Breaking News: South Korea's ex-president Park Geun-hye was arrested and jailed after her impeachment on bribery and abuse of power charges	2017-03-30T15:24:54-04:00		NYTimes.com	95281	\['power charges park' 'ms' 'kang bu-young' 'bribery' 'custody' 'seoul' 'korea’s' 'central district court' 'destroy evidence.”.' 'warrant' 'leader' 'power' 'bribery extortion' 'arrest warning' 'impeachment' 'female president' \korea's\ 'power charges' 'ex-president park' 'park' 'geun-hye' 'abuse' 'judge']|South Korea's ex-president Park Geun-hye was arrested and jailed after her impeachment on bribery and abuse of power charges Park Geun-hye South Korea’s first female president and its firstleader impeached and removed from office was arrested on Friday on chargesincluding bribery extortion and abuse of power.
58ddb3a6cd4d745b2e00007a	Breaking News: Michael Flynn wants to talk to congressional investigators examining the Trump team's ties to Russia. But first he wants immunity.	2017-03-30T21:40:26-04:00		NYTimes.com	95318	['campaign’s ties' 'prosecution' 'part' 'investigators' 'ambassador' 'senate investigators' 'white house officials' 'inquiries' 'exchange' 'broker' 'russia' 'trump' 'national security adviser' 'united states' 'immunity' 'mr. flynn' 'michael flynn' '—' 'contacts' 'ties' 'congressional official' 'russia’s' 'congressional investigators' 'information' 'breaking news michael flynn' 'michael t. flynn' 'house' 'lawyer']	But thecongressional official said investigators were unwilling to broker a deal withMr. Flynn — who resigned last month for misleading White House officialsabout his contacts with Russia’s ambassador to the United States —until they are further along in their inquiries and they better understand whatinformation Mr. Flynn might offer as part of a deal.
58deec95cd4d745b2e00008b	Breaking News: Ethics filings show Ivanka Trump and Jared Kushner are worth at much as $741 million and she has kept a stake in Washington's Trump Hotel	2017-03-31T19:55:56-04:00		NYTimes.com	95390	\['washington d.c.' 'hotel' \washington's trump\ 'protests' 'house' '741 million' 'son-in-law' 'investment business' 'curry favor' 'breaking news ethics' 'special interests' 'foreign governments' 'filings' 'trump’s' 'ethics filings' 'new government responsibilities' 'ethics experts' 'ethics' 'order' 'ms. trump' 'administration' 'daughter' 'night' 'white house' 'estate' 'beneficiaries' 'street' 'trump' 'ivanka trump' 'international hotel' 'jared kushner']|Ethics filings show Ivanka Trump and Jared Kushner are worth at much as $741 million and she has kept a stake in Washington's Trump Hotel Ivanka Trump and Jared Kushner President Trump’s daughter andson-in-law will remain the beneficiaries of a sprawling real estate andinvestment business still worth as much as $741 million despite their newgovernment responsibilities according to ethics filings released by the WhiteHouse Friday night.
58dfeae4cd4d745b2e000099	Breaking News: The artist James Rosenquist has died at 83. His boldly painted montages of commercial imagery helped define Pop Art in the 1960s.	2017-04-01T14:00:52-04:00		NYTimes.com	95434	['pop art' 'commercial imagery' 'james rosenquist' '1960s heyday' 'artist' '1960s' 'years old' 'montages' 'york city' '83']	James Rosenquist who helped define Pop Art in its 1960s heyday with hisboldly scaled painted montages of commercial imagery died on Friday in New YorkCity.
58e04f2ecd4d745b2e00009c	Breaking News: Yevgeny Yevtushenko an acclaimed poet whose defiant verse inspired a generation of Russians in their fight against Stalinism has died	2017-04-01T21:08:48-04:00		NYTimes.com	95436	['maria novikova' 'sons' 'hospital' 'defiant verse' 'free europe' 'instincts' 'breaking news yevgeny yevtushenko' 'died' 'politician' 'wife' 'yevgeny' 'death' 'dmitry' 'news agency radio' '83' 'fight' 'serious condition' 'charisma' 'poet' 'cold war' 'tass' 'specified' 'yevgeny yevtushenko' 'close friend' 'mikhail morgulis' 'stalinism' 'generation' 'tulsa okla' 'actor']	Yevgeny Yevtushenko an acclaimed poet whose defiant verse inspired a generation of Russians in their fight against Stalinism has died Yevgeny Yevtushenko an internationally acclaimed poet with the charisma ofan actor and the instincts of a politician whose defiant verse inspired ageneration of young Russians in their fight against Stalinism during the ColdWar died on Saturday in Tulsa Okla. where he had been teaching for manyyears.
58e19774cd4d745b2e0000a9	Breaking News: The University of South Carolina has claimed its first women's basketball title with a 67-55 victory over Mississippi State	2017-04-02T20:29:24-04:00		NYTimes.com	95455	['n.c.a.a.' '1999' 'teams' 'women’s' 'purdue' 'fellow member' 'diversity' 'conference dawn staley' 'carolyn peck' '1982' 'coaches' 'victory' 'title' '67-55' 'opportunity' 'university' 'coach' 'basketball title' 'mississippi' 'women’s basketball tournament' 'african-american' 'mississippi state' 'women’s basketball title' 'carolina' 'championship']	The University of South Carolina has claimed its first women’s basketball title with a 67-55 victory over Mississippi State South Carolina won its first women’s N.C.A.A.
58e24881cd4d745b2e0000b8	Breaking News: Explosions at two subway stations in St. Petersburg killed at least 10 people Russia's state-run news agency reported	2017-04-03T09:04:53-04:00		NYTimes.com	95488	['10' 'state-run' 'vladimir v. putin' 'news agency reported' 'speech' 'meeting' 'explosions' 'petersburg' 'largest' 'breaking news explosions' 'tass' 'russia’s' 'state-run news agency' 'city' 'st' 'subway stations']	Explosions at two subway stations in St. Petersburg killed at least 10 people Russia’s state-run news agency reported Explosions at two subway stations in St. Petersburg killed at least 10 peopleon Monday afternoon the state-run TASS news agency reported.
58e28af3cd4d745b2e0000ca	Breaking News: Senate Democrats now have the votes to filibuster Neil Gorsuch but the G.O.P. can change the rules to confirm him to the Supreme Court	2017-04-03T13:48:03-04:00		NYTimes.com	95493	['rules' 'senate' 'neil m. gorsuch' 'supreme court senate' 'body' 'gorsuch’s' 'votes' '41st vote' 'christopher coons democrat' 'bitter partisan confrontation' 'neil gorsuch' 'hearing' 'announcement' 'judge' 'g.o.p.' 'supreme court' 'nomination' 'supreme court nomination' 'judiciary committee’s' 'support' 'delaware' 'filibuster' 'senator']	Withan announcement from Senator Christopher Coons Democrat of Delaware during theSenate Judiciary Committee’s hearing to vote on Judge Gorsuch’snomination Democrats had found their 41st vote in support of a filibuster.
58e3055fcd4d745b2e0000d7	Breaking News: Attorney General Jeff Sessions ordered a broad review of police agency agreements including those that address abuses as in Baltimore	2017-04-03T22:30:30-04:00		NYTimes.com	95512	['address abuses' 'justice department' 'trump’s' 'examination' 'thousands' 'lawyers' 'department' 'federal agreements' '31' 'police agency agreements' 'retreat' 'programs' 'mr' 'attorney' 'emphasis' 'jeff sessions' 'law' 'overhaul' '90-day delay' 'reflects president' 'review' 'memorandum' 'baltimore’s troubled police department' 'law enforcement agencies' 'consent decrees nationwide' 'baltimore' 'court' 'violent crime' 'order' 'consent decree' 'sessions' 'broad review']	Attorney General Jeff Sessions ordered a broad review of police agency agreements including those that address abuses as in Baltimore Attorney General Jeff Sessions has ordered a sweeping review of federalagreements with thousands of law enforcement agencies as lawyers for theJustice Department went to court on Monday to seek a 90-day delay in a consentdecree to overhaul Baltimore’s troubled Police Department.
58e318b3cd4d745b2e0000de	Breaking News: A year after a heartbreaking loss in the final North Carolina finally has its 6th N.C.A.A. title with a 71-65 victory over Gonzaga	2017-04-03T23:53:02-04:00		NYTimes.com	95513	['tar heels' 'confetti' 'villanova’s kris jenkins' 'victory' 'houston' 'shot' '—' 'players' 'defeat' '71-65' 'tournament championship game' 'court' 'title' 'rafters' 'final' 'national title' 'one' 'gonzaga' 'carolina' 'heartbreaking loss' 'bask' 'university' 'year ago' 'phoenix stadium' 'game’s indelible moments —' 'n.c.a.a.']	tournamentchampionship game a year ago provided one of the game’s indelible moments— the buzzer-beating shot by Villanova’s Kris Jenkins —avenged that defeat with a win over Gonzaga 71-65 on Monday to claim its sixthnational title.
58e3a58fcd4d745b2e0000ea	Breaking News: The N.C.A.A. lifted its ban on holding championship events in North Carolina after the state repealed the so-called bathroom bill	2017-04-04T09:54:03-04:00		NYTimes.com	95542	['boycotts' 'nondiscriminatory environment.”.' 'so-called bathroom bill' 'n.c.a.a.' 'statement' 'carolina' 'organization' 'championships' 'six-month-old prohibition' 'state’s legislature' 'championship events' 'law’s replacement' 'college athletics' 'ban — “reluctantly” —' 'situation' 'ban']	on Tuesday lifted its ban — “reluctantly”— on holding championship events in North Carolina removing itssix-month-old prohibition less than a week after the state’s legislaturerepealed a so-called bathroom bill that had led to boycotts of thestate.
